State,District,Year,Crop,Annual_Rainfall_mm,Avg_Market_Price,ΣΚ (mg/kg),ΣΝ (mg/kg),ΣΡ (mg/kg),ΣΡΗ,Soil_Type,Yield_Ton_per_Ha,Profitability_Score
Meghalaya,District B,2016,Wheat,1642.3,4824.64,399.93,85.97,37.84,8.08,Silty,7.94,81.39
Meghalaya,District B,2016,Rice,1277.6,5601.97,230.38,89.17,147.57,7.12,Silty,3.44,2.37
Meghalaya,District B,2016,Maize,1280.5,5947.06,426.1,274.37,131.81,6.94,Loamy,5.02,91.68
Meghalaya,District B,2016,Sugarcane,1642.8,2989.4,301.22,146.08,44.52,6.57,Sandy,7.29,12.86
Meghalaya,District B,2016,Cotton,1977.4,4236.28,300.31,145.55,181.76,6.23,Peaty,5.69,35.61
Meghalaya,District B,2017,Wheat,936.1,2976.49,275.6,271.65,152.13,7.5,Clay,1.02,34.06
Meghalaya,District B,2017,Rice,1719.8,3246.77,325.53,101.18,184.85,8.27,Sandy,1.57,87.33
Meghalaya,District B,2017,Maize,1352.9,3232.95,145.11,286.69,115.44,6.35,Silty,1.7,59.94
Meghalaya,District B,2017,Sugarcane,849.3,2688.07,449.67,78.58,128.27,6.7,Silty,9.85,30.39
Meghalaya,District B,2017,Cotton,985.6,5953.62,153.57,240.13,188.45,7.04,Silty,2.14,34.49
Meghalaya,District B,2018,Wheat,1509.7,2724.7,102.73,134.64,101.57,7.2,Silty,1.56,46.98
Meghalaya,District B,2018,Rice,899.5,5765.86,243.96,75.03,27.47,6.3,Silty,8.62,31.26
Meghalaya,District B,2018,Maize,1366.7,4786.37,259.4,66.58,61.25,8.15,Silty,3.02,76.92
Meghalaya,District B,2018,Sugarcane,1228.8,4919.85,184.44,288.17,161.05,6.09,Silty,9.27,57.64
Meghalaya,District B,2018,Cotton,1559.6,3376.66,189.48,230.89,129.41,7.0,Clay,2.87,79.39
Meghalaya,District B,2019,Wheat,1922.2,5509.96,228.57,151.5,165.51,7.29,Loamy,7.92,55.18
Meghalaya,District B,2019,Rice,1120.4,4350.88,441.41,166.66,175.66,5.78,Peaty,5.22,84.54
Meghalaya,District B,2019,Maize,1413.9,4242.76,218.61,258.48,49.85,5.66,Peaty,3.91,20.5
Meghalaya,District B,2019,Sugarcane,1661.7,5098.72,185.52,115.41,63.05,8.15,Loamy,9.3,85.96
Meghalaya,District B,2019,Cotton,1953.1,4427.16,370.33,206.26,132.11,5.94,Silty,3.89,88.15
Meghalaya,District B,2020,Wheat,1485.6,2829.79,285.28,270.38,182.62,7.48,Clay,3.33,89.13
Meghalaya,District B,2020,Rice,1224.1,2110.37,253.69,78.97,56.04,5.66,Loamy,6.99,58.07
Meghalaya,District B,2020,Maize,1764.7,2785.25,416.34,128.63,161.74,6.85,Silty,3.1,10.05
Meghalaya,District B,2020,Sugarcane,665.4,5010.32,452.56,281.78,173.71,7.99,Peaty,8.11,78.33
Meghalaya,District B,2020,Cotton,696.9,4479.04,281.0,275.0,145.17,8.35,Sandy,1.58,48.6
Meghalaya,District B,2021,Wheat,1139.5,4706.45,358.27,96.3,57.11,6.25,Peaty,5.69,47.11
Meghalaya,District B,2021,Rice,960.3,5432.55,399.73,264.53,49.13,7.58,Clay,5.47,29.02
Meghalaya,District B,2021,Maize,1655.2,2096.06,406.24,254.74,42.48,8.43,Sandy,5.79,28.87
Meghalaya,District B,2021,Sugarcane,691.1,2831.75,241.95,227.49,52.15,5.82,Clay,1.64,33.34
Meghalaya,District B,2021,Cotton,526.7,4872.73,356.28,65.67,193.65,5.57,Loamy,8.34,3.64
Meghalaya,District B,2022,Wheat,505.2,4775.18,373.54,151.46,139.09,8.36,Loamy,4.68,77.28
Meghalaya,District B,2022,Rice,1105.8,4576.11,140.56,83.24,45.15,5.64,Silty,6.33,29.49
Meghalaya,District B,2022,Maize,1858.3,3486.32,217.06,197.14,44.66,7.18,Sandy,6.46,53.02
Meghalaya,District B,2022,Sugarcane,1281.1,4578.74,117.78,164.93,99.93,6.88,Peaty,2.25,69.04
Meghalaya,District B,2022,Cotton,1103.0,3802.77,404.96,89.34,157.45,5.71,Clay,5.64,53.54
Meghalaya,District B,2023,Wheat,1791.2,3707.37,372.62,71.41,52.15,6.71,Peaty,4.68,23.3
Meghalaya,District B,2023,Rice,1800.7,2227.27,352.59,280.81,141.39,6.09,Peaty,2.32,82.97
Meghalaya,District B,2023,Maize,1468.4,3138.88,300.27,276.29,133.68,6.69,Sandy,6.16,32.14
Meghalaya,District B,2023,Sugarcane,885.4,4231.89,427.2,73.4,69.64,6.12,Loamy,4.5,2.91
Meghalaya,District B,2023,Cotton,1896.5,5771.07,479.66,285.92,166.74,7.55,Clay,5.53,75.77
Meghalaya,District B,2024,Wheat,933.2,2688.85,221.19,188.92,177.68,7.99,Loamy,4.16,5.16
Meghalaya,District B,2024,Rice,678.6,2369.24,435.13,65.85,73.77,5.53,Clay,5.7,41.7
Meghalaya,District B,2024,Maize,1719.6,4950.19,414.42,164.93,23.5,6.02,Loamy,3.24,16.81
Meghalaya,District B,2024,Sugarcane,1601.5,3921.44,186.47,127.5,194.0,8.05,Sandy,5.14,62.38
Meghalaya,District B,2024,Cotton,1065.2,1849.7,260.43,198.5,71.69,8.04,Silty,1.58,26.69
Meghalaya,District C,2015,Wheat,1086.4,2602.0,197.26,193.24,104.75,7.5,Clay,6.95,58.21
Meghalaya,District C,2015,Rice,1771.3,4344.33,166.22,128.69,152.0,7.72,Silty,9.84,69.22
Meghalaya,District C,2015,Maize,1067.3,2763.87,365.33,295.2,132.81,8.14,Sandy,8.13,8.47
Meghalaya,District C,2015,Sugarcane,1400.5,2110.34,274.21,291.49,55.13,5.6,Clay,5.96,25.54
Meghalaya,District C,2015,Cotton,1153.4,3823.42,138.69,235.94,39.68,6.71,Silty,5.21,84.2
Meghalaya,District C,2016,Wheat,1012.8,5809.36,183.79,59.57,177.04,7.76,Loamy,5.9,17.7
Meghalaya,District C,2016,Rice,1655.0,3999.61,208.08,284.35,22.3,7.68,Sandy,5.7,29.15
Meghalaya,District C,2016,Maize,981.9,1568.25,391.94,227.7,137.78,8.13,Sandy,3.81,18.63
Meghalaya,District C,2016,Sugarcane,1105.0,3618.6,458.14,189.99,72.59,7.73,Loamy,2.46,57.68
Meghalaya,District C,2016,Cotton,1867.1,5291.8,334.72,144.27,35.66,6.91,Clay,2.09,99.04
Meghalaya,District C,2017,Wheat,1738.7,3934.14,290.55,212.31,78.76,5.65,Silty,2.04,84.26
Meghalaya,District C,2017,Rice,1989.4,3148.57,281.47,227.92,188.69,8.18,Loamy,7.79,68.89
Meghalaya,District C,2017,Maize,699.8,3759.29,412.33,104.7,176.83,5.66,Silty,2.54,58.93
Meghalaya,District C,2017,Sugarcane,762.5,4558.66,296.04,77.49,184.25,7.52,Peaty,5.73,89.04
Meghalaya,District C,2017,Cotton,504.8,2769.5,315.31,94.57,183.42,7.44,Sandy,8.33,45.09
Meghalaya,District C,2018,Wheat,1338.0,1512.38,246.28,84.7,144.14,6.94,Silty,7.67,67.54
Meghalaya,District C,2018,Rice,922.6,1569.57,146.06,112.49,166.99,6.9,Loamy,8.1,28.71
Meghalaya,District C,2018,Maize,1768.0,2025.26,114.45,202.13,81.51,6.49,Sandy,4.65,33.45
Meghalaya,District C,2018,Sugarcane,1016.0,4922.05,333.71,59.52,177.94,6.39,Loamy,9.59,94.05
Meghalaya,District C,2018,Cotton,1716.7,2492.76,313.05,106.08,66.74,7.33,Clay,9.73,91.87
Meghalaya,District C,2019,Wheat,1071.2,3819.4,286.45,270.55,143.95,6.33,Silty,4.86,95.93
Meghalaya,District C,2019,Rice,763.0,1903.09,452.25,274.17,176.91,7.03,Peaty,6.07,6.94
Meghalaya,District C,2019,Maize,1393.8,1561.26,229.99,283.07,74.73,8.32,Silty,3.83,62.84
Meghalaya,District C,2019,Sugarcane,1642.4,3756.24,452.85,60.06,186.0,6.09,Clay,4.61,83.28
Meghalaya,District C,2019,Cotton,1507.5,2291.74,467.22,111.38,63.95,7.94,Loamy,3.0,50.37
Meghalaya,District C,2020,Wheat,1745.7,2163.68,319.07,227.81,174.91,8.31,Sandy,6.56,38.32
Meghalaya,District C,2020,Rice,1498.8,2314.05,283.15,176.89,38.88,5.6,Sandy,6.53,68.97
Meghalaya,District C,2020,Maize,1579.6,4011.49,189.34,285.55,145.4,6.21,Silty,1.11,33.23
Meghalaya,District C,2020,Sugarcane,1090.3,3586.72,220.67,216.73,190.05,8.24,Loamy,5.56,82.58
Meghalaya,District C,2020,Cotton,1753.9,5233.08,163.14,56.36,196.97,8.38,Peaty,7.77,81.7
Meghalaya,District C,2021,Wheat,1498.8,4809.05,208.71,298.25,52.97,6.14,Sandy,8.52,81.36
Meghalaya,District C,2021,Rice,607.1,1891.53,363.92,114.78,138.35,5.93,Peaty,3.85,33.38
Meghalaya,District C,2021,Maize,1782.1,2174.35,478.37,176.87,186.75,6.51,Loamy,5.09,77.89
Meghalaya,District C,2021,Sugarcane,730.5,1926.75,450.76,57.78,195.02,7.52,Silty,2.27,72.32
Meghalaya,District C,2021,Cotton,1344.7,4700.07,267.17,66.57,76.69,6.45,Sandy,9.22,7.85
Meghalaya,District C,2022,Wheat,1737.8,3963.39,367.68,173.21,145.6,5.6,Loamy,5.69,36.97
Meghalaya,District C,2022,Rice,685.1,3234.68,238.13,197.99,174.13,6.63,Loamy,5.33,78.9
Meghalaya,District C,2022,Maize,610.3,2362.17,320.61,286.77,33.46,5.63,Peaty,9.15,25.57
Meghalaya,District C,2022,Sugarcane,1645.4,4696.96,163.88,169.87,106.67,6.41,Silty,2.12,94.38
Meghalaya,District C,2022,Cotton,1011.6,4709.26,309.68,105.69,172.32,7.95,Clay,4.22,83.54
Meghalaya,District C,2023,Wheat,692.8,2703.43,372.4,295.47,163.48,7.83,Silty,6.95,11.31
Meghalaya,District C,2023,Rice,1988.4,3662.63,355.52,269.04,20.17,8.43,Clay,8.83,76.0
Meghalaya,District C,2023,Maize,1079.7,4889.75,482.67,55.84,116.82,6.15,Loamy,8.83,57.27
Meghalaya,District C,2023,Sugarcane,1151.0,5884.71,191.53,115.68,35.26,8.43,Silty,4.42,59.85
Meghalaya,District C,2023,Cotton,1370.3,4363.96,240.73,128.96,130.09,5.9,Peaty,1.65,24.34
Meghalaya,District C,2024,Wheat,529.3,2604.35,361.99,65.28,98.61,8.24,Peaty,9.45,60.4
Meghalaya,District C,2024,Rice,888.6,5264.88,165.29,55.57,183.47,7.23,Peaty,7.04,19.45
Meghalaya,District C,2024,Maize,800.1,3613.11,464.63,52.5,160.85,5.67,Silty,7.65,40.8
Meghalaya,District C,2024,Sugarcane,1266.1,5539.38,283.14,206.59,193.12,6.85,Silty,5.69,16.18
Meghalaya,District C,2024,Cotton,1302.9,5607.12,106.24,210.66,33.26,5.52,Peaty,2.63,28.36
Mizoram,District A,2015,Wheat,1426.7,2119.27,114.91,249.62,148.85,6.43,Clay,5.38,27.62
Mizoram,District A,2015,Rice,1096.7,2732.86,170.11,146.75,193.68,6.3,Clay,6.83,70.18
Mizoram,District A,2015,Maize,764.1,5874.82,346.11,91.09,23.69,7.85,Silty,1.35,15.84
Mizoram,District A,2015,Sugarcane,786.1,3788.27,279.98,228.97,29.17,6.99,Sandy,7.33,92.85
Mizoram,District A,2015,Cotton,1529.4,4564.99,189.51,183.78,121.25,7.6,Sandy,1.3,6.52
Mizoram,District A,2016,Wheat,616.9,4843.41,154.54,205.61,78.44,6.87,Loamy,3.92,86.42
Mizoram,District A,2016,Rice,1663.4,2356.24,161.05,136.92,94.19,8.3,Silty,8.81,50.53
Mizoram,District A,2016,Maize,1828.4,4658.79,383.36,179.7,171.25,6.26,Clay,5.57,1.17
Mizoram,District A,2016,Sugarcane,951.5,5701.33,224.21,140.11,105.17,7.19,Silty,9.3,16.22
Mizoram,District A,2016,Cotton,708.5,4036.71,122.69,216.0,63.33,5.86,Peaty,6.26,21.32
Mizoram,District A,2017,Wheat,635.8,4648.18,388.71,93.13,25.07,6.72,Peaty,8.29,61.05
Mizoram,District A,2017,Rice,666.3,4571.62,493.67,276.4,176.9,6.41,Silty,8.66,67.83
Mizoram,District A,2017,Maize,875.8,5792.25,280.33,82.45,39.76,7.44,Loamy,3.39,5.92
Mizoram,District A,2017,Sugarcane,1649.7,5472.02,427.94,166.51,116.11,6.23,Silty,4.59,83.52
Mizoram,District A,2017,Cotton,1085.6,1550.71,240.94,174.73,190.82,8.32,Loamy,5.18,17.93
Mizoram,District A,2018,Wheat,1826.0,3020.96,330.47,198.68,112.7,5.97,Sandy,4.24,27.42
Mizoram,District A,2018,Rice,1266.7,5906.55,149.72,143.18,187.76,8.13,Peaty,5.54,14.2
Mizoram,District A,2018,Maize,1627.6,4118.04,147.47,225.08,146.5,7.15,Clay,6.31,65.19
Mizoram,District A,2018,Sugarcane,539.1,3969.26,337.97,101.88,57.5,6.33,Loamy,6.46,84.58
Mizoram,District A,2018,Cotton,943.5,5604.31,397.48,148.75,37.15,6.27,Clay,3.79,32.99
Mizoram,District A,2019,Wheat,784.4,5130.83,210.26,132.56,94.58,6.8,Peaty,5.53,81.45
Mizoram,District A,2019,Rice,1728.9,5092.41,140.45,249.92,41.65,5.87,Peaty,8.37,55.24
Mizoram,District A,2019,Maize,1812.5,5952.14,344.26,203.22,155.8,6.2,Loamy,7.84,34.49
Mizoram,District A,2019,Sugarcane,702.6,2916.95,243.45,291.31,145.63,7.09,Peaty,9.13,51.2
Mizoram,District A,2019,Cotton,1858.5,3319.37,192.17,108.17,139.22,7.0,Sandy,5.94,15.87
Mizoram,District A,2020,Wheat,924.1,2881.42,187.71,248.09,79.8,6.54,Silty,3.72,63.98
Mizoram,District A,2020,Rice,1744.2,5991.32,435.38,189.37,54.82,7.54,Peaty,7.73,60.21
Mizoram,District A,2020,Maize,1347.5,2171.86,170.38,120.45,57.23,8.41,Peaty,6.63,51.76
Mizoram,District A,2020,Sugarcane,984.9,5494.15,368.07,299.59,50.36,5.76,Sandy,5.76,84.01
Mizoram,District A,2020,Cotton,602.3,1852.34,322.47,209.78,58.05,7.74,Silty,8.83,10.95
Mizoram,District A,2021,Wheat,1661.0,4114.43,444.46,229.45,70.7,7.22,Clay,5.68,21.72
Mizoram,District A,2021,Rice,1615.2,1693.8,432.62,259.52,169.92,5.96,Clay,6.74,30.7
Mizoram,District A,2021,Maize,1147.7,5428.89,492.01,111.62,190.69,7.57,Peaty,9.75,85.71
Mizoram,District A,2021,Sugarcane,1599.9,5701.86,238.74,275.22,78.54,7.7,Sandy,1.17,36.11
Mizoram,District A,2021,Cotton,529.1,5986.91,148.88,185.7,162.3,6.1,Sandy,1.65,21.27
Mizoram,District A,2022,Wheat,724.7,5780.95,176.61,265.44,40.66,8.11,Silty,8.92,48.34
Mizoram,District A,2022,Rice,1038.9,2964.83,207.03,186.14,164.9,6.43,Silty,8.42,16.67
Mizoram,District A,2022,Maize,1364.6,5535.72,417.23,290.64,61.63,6.6,Loamy,8.83,37.67
Mizoram,District A,2022,Sugarcane,1820.9,4779.43,141.67,257.88,142.79,5.6,Clay,2.98,50.73
Mizoram,District A,2022,Cotton,602.4,5655.33,217.79,271.62,109.57,8.05,Loamy,9.21,1.82
Mizoram,District A,2023,Wheat,1049.8,4779.92,270.86,56.21,31.88,7.45,Peaty,5.97,50.68
Mizoram,District A,2023,Rice,977.5,2655.11,108.39,118.24,100.84,6.09,Peaty,6.03,66.52
Mizoram,District A,2023,Maize,1905.6,5312.66,198.3,193.16,191.64,7.71,Loamy,8.01,72.59
Mizoram,District A,2023,Sugarcane,1927.8,4821.66,377.28,115.44,186.46,6.04,Clay,3.4,19.86
Mizoram,District A,2023,Cotton,1757.9,4634.24,145.05,173.62,104.04,5.93,Loamy,7.0,36.53
Mizoram,District A,2024,Wheat,589.1,5235.33,168.36,143.06,128.06,6.95,Sandy,1.86,94.04
Mizoram,District A,2024,Rice,1468.9,1954.12,488.69,86.78,157.94,5.6,Silty,5.92,20.8
Mizoram,District A,2024,Maize,1464.7,4276.74,419.34,268.97,111.82,6.97,Silty,7.56,35.62
Mizoram,District A,2024,Sugarcane,1257.0,4132.97,495.35,196.93,60.35,7.26,Sandy,2.08,90.99
Mizoram,District A,2024,Cotton,1769.7,4687.25,427.16,185.95,141.53,7.18,Silty,8.48,77.01
Mizoram,District B,2015,Wheat,1956.8,5981.88,196.3,275.11,37.01,7.63,Sandy,7.73,17.52
Mizoram,District B,2015,Rice,1136.6,2016.85,155.45,204.36,129.35,6.14,Peaty,8.77,17.42
Mizoram,District B,2015,Maize,528.8,4433.98,121.4,294.99,129.73,6.91,Peaty,6.16,9.06
Mizoram,District B,2015,Sugarcane,1895.0,4315.39,173.59,190.65,43.99,5.55,Silty,2.99,79.17
Mizoram,District B,2015,Cotton,777.9,5169.13,345.81,74.51,181.16,7.23,Silty,9.06,85.04
Mizoram,District B,2016,Wheat,1971.0,5893.08,408.93,289.1,176.11,7.68,Sandy,4.47,56.22
Mizoram,District B,2016,Rice,1886.6,4854.44,256.17,134.26,114.25,8.11,Sandy,1.79,86.15
Mizoram,District B,2016,Maize,1689.5,2919.93,242.09,61.62,22.83,6.93,Clay,2.75,84.68
Mizoram,District B,2016,Sugarcane,1356.5,4351.35,174.99,257.17,176.24,7.07,Loamy,8.29,59.08
Mizoram,District B,2016,Cotton,1137.1,4127.63,347.88,210.01,194.07,6.04,Loamy,8.92,23.99
Mizoram,District B,2017,Wheat,1955.2,4187.81,194.9,174.28,59.44,8.45,Loamy,2.38,61.58
Mizoram,District B,2017,Rice,1394.6,3490.21,290.44,205.74,125.03,6.62,Loamy,3.88,78.79
Mizoram,District B,2017,Maize,656.8,4876.04,243.54,187.92,70.5,8.46,Sandy,9.48,67.66
Mizoram,District B,2017,Sugarcane,819.4,3120.41,290.9,201.16,140.36,7.16,Silty,3.41,23.34
Mizoram,District B,2017,Cotton,656.6,2700.63,314.32,258.18,70.18,7.36,Sandy,3.6,51.04
Mizoram,District B,2018,Wheat,751.9,4378.1,146.27,232.75,51.99,8.49,Silty,3.56,37.89
Mizoram,District B,2018,Rice,799.1,5869.83,306.92,274.01,82.37,8.08,Loamy,4.28,10.89
Mizoram,District B,2018,Maize,1401.7,1728.74,443.91,240.33,58.93,6.95,Peaty,7.52,40.15
Mizoram,District B,2018,Sugarcane,549.4,2731.81,286.48,293.62,178.61,6.04,Peaty,5.05,52.06
Mizoram,District B,2018,Cotton,1317.2,2991.87,170.09,242.12,92.0,7.02,Peaty,8.08,23.46
Mizoram,District B,2019,Wheat,1153.4,5889.21,406.45,128.96,131.49,5.65,Silty,7.47,57.01
Mizoram,District B,2019,Rice,1204.5,4608.94,259.38,56.54,99.38,8.21,Sandy,9.86,29.17
Mizoram,District B,2019,Maize,1161.5,1964.74,204.25,62.08,120.71,7.75,Sandy,6.65,18.0
Mizoram,District B,2019,Sugarcane,798.9,5662.16,195.68,127.7,117.88,8.2,Sandy,5.74,35.52
Mizoram,District B,2019,Cotton,1394.2,5901.71,499.0,243.68,92.78,6.98,Sandy,9.87,70.78
Mizoram,District B,2020,Wheat,1173.4,1554.52,308.19,295.98,114.15,6.05,Sandy,4.19,91.82
Mizoram,District B,2020,Rice,1994.8,5754.16,391.77,189.54,126.32,7.12,Clay,3.62,80.71
Mizoram,District B,2020,Maize,670.5,4950.74,254.78,167.5,50.03,5.56,Loamy,9.34,70.21
Mizoram,District B,2020,Sugarcane,1121.0,4192.71,271.91,166.33,179.63,5.98,Peaty,1.02,31.4
Mizoram,District B,2020,Cotton,721.1,2489.93,104.5,106.8,79.89,5.59,Silty,4.64,51.28
Mizoram,District B,2021,Wheat,1589.5,3643.37,105.59,53.23,139.04,8.04,Silty,1.57,29.6
Mizoram,District B,2021,Rice,982.6,3854.6,364.43,237.26,64.26,6.47,Clay,1.46,30.1
Mizoram,District B,2021,Maize,1353.5,4282.41,128.01,216.02,115.05,7.98,Peaty,8.45,46.5
Mizoram,District B,2021,Sugarcane,943.4,4986.87,441.77,155.11,140.21,5.68,Silty,1.4,2.92
Mizoram,District B,2021,Cotton,1419.4,2865.01,397.01,274.02,45.09,7.67,Loamy,2.63,2.19
Mizoram,District B,2022,Wheat,835.2,4219.68,461.68,83.36,185.24,6.54,Peaty,2.04,47.05
Mizoram,District B,2022,Rice,773.5,4187.1,377.25,167.11,37.59,6.91,Peaty,7.14,79.04
Mizoram,District B,2022,Maize,1943.6,2169.61,312.97,191.88,186.05,7.38,Clay,1.37,31.21
Mizoram,District B,2022,Sugarcane,1933.5,3417.5,174.68,178.33,26.08,7.05,Sandy,4.22,76.26
Mizoram,District B,2022,Cotton,703.6,5451.83,482.18,50.31,171.69,7.02,Loamy,3.15,44.73
Mizoram,District B,2023,Wheat,1925.6,2448.54,171.62,110.47,119.33,8.29,Peaty,3.19,44.05
Mizoram,District B,2023,Rice,1085.6,1709.56,304.26,81.5,171.6,7.15,Peaty,9.49,10.04
Mizoram,District B,2023,Maize,1917.2,5080.86,411.06,72.53,52.31,8.43,Silty,7.45,88.59
Mizoram,District B,2023,Sugarcane,500.5,4595.33,406.8,102.48,108.13,5.77,Peaty,6.54,39.15
Mizoram,District B,2023,Cotton,1019.0,2481.27,210.0,218.28,86.58,5.74,Loamy,4.35,92.45
Mizoram,District B,2024,Wheat,1068.5,1772.89,267.2,217.2,126.85,6.34,Loamy,9.22,68.16
Mizoram,District B,2024,Rice,1548.9,5934.67,130.08,157.15,63.04,7.39,Peaty,9.7,45.46
Mizoram,District B,2024,Maize,1679.3,5626.73,373.33,110.68,129.41,8.41,Loamy,6.78,88.7
Mizoram,District B,2024,Sugarcane,800.5,2607.35,481.16,83.81,54.4,6.76,Silty,3.31,51.36
Mizoram,District B,2024,Cotton,1622.2,3714.62,220.83,195.51,190.4,8.16,Clay,4.73,34.8
Mizoram,District C,2015,Wheat,853.1,3561.62,374.57,235.49,160.2,6.62,Peaty,1.78,78.29
Mizoram,District C,2015,Rice,1752.5,5742.95,281.04,175.02,193.03,6.88,Silty,9.83,70.56
Mizoram,District C,2015,Maize,1360.0,1668.69,249.79,191.36,163.5,6.81,Clay,3.45,74.46
Mizoram,District C,2015,Sugarcane,1128.5,3686.95,421.0,124.05,37.43,7.06,Silty,8.17,96.83
Mizoram,District C,2015,Cotton,583.0,4162.6,372.51,296.45,189.67,7.64,Peaty,2.45,38.42
Mizoram,District C,2016,Wheat,1377.7,4763.4,354.16,228.53,97.25,7.68,Silty,8.23,36.87
Mizoram,District C,2016,Rice,1487.9,3696.72,191.16,240.32,67.3,6.52,Silty,7.47,45.87
Mizoram,District C,2016,Maize,1165.1,4220.53,162.91,274.54,103.72,6.6,Silty,2.51,92.04
Mizoram,District C,2016,Sugarcane,1184.9,4749.83,132.21,210.87,185.87,6.4,Loamy,1.03,87.08
Mizoram,District C,2016,Cotton,989.7,3365.24,278.53,262.07,80.82,8.18,Silty,4.81,10.44
Mizoram,District C,2017,Wheat,1025.7,2228.49,231.52,254.82,48.93,6.92,Loamy,3.26,93.56
Mizoram,District C,2017,Rice,892.1,3360.88,451.17,246.54,174.35,7.9,Silty,1.3,81.06
Mizoram,District C,2017,Maize,693.4,4748.19,132.93,143.83,31.34,7.07,Sandy,5.48,71.28
Mizoram,District C,2017,Sugarcane,1413.3,5926.54,176.04,162.26,185.28,8.24,Loamy,3.86,96.26
Mizoram,District C,2017,Cotton,1718.6,5267.29,106.07,288.56,160.06,7.8,Clay,2.45,18.71
Mizoram,District C,2018,Wheat,1154.5,3489.35,209.75,82.98,190.09,5.89,Clay,3.74,86.63
Mizoram,District C,2018,Rice,1115.1,2058.2,104.1,230.49,148.61,6.75,Clay,8.47,97.15
Mizoram,District C,2018,Maize,1023.7,2809.28,340.6,243.83,101.97,7.39,Peaty,9.65,16.5
Mizoram,District C,2018,Sugarcane,1996.1,3264.7,389.28,193.1,107.6,7.59,Loamy,2.13,48.89
Mizoram,District C,2018,Cotton,1282.9,2408.56,474.25,106.87,93.66,5.96,Peaty,5.69,80.65
Mizoram,District C,2019,Wheat,506.0,2388.24,298.47,226.33,107.31,5.99,Sandy,3.96,78.82
Mizoram,District C,2019,Rice,1837.1,3059.02,438.12,227.69,182.77,6.25,Peaty,9.3,69.26
Mizoram,District C,2019,Maize,871.5,2332.5,192.15,115.89,61.43,7.48,Clay,4.6,41.01
Mizoram,District C,2019,Sugarcane,1163.5,5409.42,344.5,55.11,113.44,7.79,Sandy,1.58,39.11
Mizoram,District C,2019,Cotton,917.9,4101.18,309.12,170.28,76.61,5.91,Clay,4.87,47.95
Mizoram,District C,2020,Wheat,1889.5,1740.54,178.75,226.44,123.96,6.25,Silty,6.68,35.08
Mizoram,District C,2020,Rice,1653.4,5384.87,245.93,181.4,41.13,6.75,Clay,1.4,71.58
Mizoram,District C,2020,Maize,1641.1,2247.82,167.15,100.95,163.39,6.32,Peaty,8.36,27.66
Mizoram,District C,2020,Sugarcane,1883.6,4690.89,414.11,71.26,124.9,7.96,Clay,6.54,35.81
Mizoram,District C,2020,Cotton,1135.7,2932.16,499.81,195.02,36.57,7.06,Loamy,4.46,10.71
Mizoram,District C,2021,Wheat,1644.0,5321.23,334.95,90.31,22.74,7.6,Sandy,6.86,81.32
Mizoram,District C,2021,Rice,1151.3,2060.32,475.99,186.32,130.75,8.3,Peaty,6.15,29.76
Mizoram,District C,2021,Maize,1995.7,4563.68,263.37,189.96,94.85,8.16,Loamy,8.7,56.77
Mizoram,District C,2021,Sugarcane,1719.9,3694.89,401.58,266.94,90.45,5.54,Clay,5.48,12.74
Mizoram,District C,2021,Cotton,673.0,2216.59,400.39,227.71,56.69,8.04,Clay,3.96,36.92
Mizoram,District C,2022,Wheat,637.6,4312.34,195.45,250.83,90.95,6.88,Peaty,7.86,23.11
Mizoram,District C,2022,Rice,1949.4,4300.45,102.26,153.91,98.63,7.93,Clay,3.98,7.05
Mizoram,District C,2022,Maize,925.3,4726.33,353.9,70.35,40.64,6.63,Peaty,8.5,1.46
Mizoram,District C,2022,Sugarcane,993.5,3409.18,464.45,175.35,68.55,6.67,Silty,2.43,91.45
Mizoram,District C,2022,Cotton,1817.7,3196.27,257.81,164.98,138.11,6.28,Silty,2.27,44.01
Mizoram,District C,2023,Wheat,923.0,4940.32,142.68,279.37,181.16,8.23,Sandy,6.57,6.86
Mizoram,District C,2023,Rice,1071.0,3528.26,339.93,181.32,103.07,8.38,Sandy,7.8,67.45
Mizoram,District C,2023,Maize,1199.0,4224.3,137.67,270.98,117.88,5.62,Peaty,5.4,86.86
Mizoram,District C,2023,Sugarcane,1785.3,5170.88,124.56,111.77,177.6,8.2,Silty,4.96,17.51
Mizoram,District C,2023,Cotton,1952.6,2459.12,176.37,215.18,63.71,8.32,Sandy,2.18,79.76
Mizoram,District C,2024,Wheat,812.9,3712.55,442.59,98.36,63.54,5.69,Loamy,9.79,62.44
Mizoram,District C,2024,Rice,727.8,1710.42,315.24,108.72,74.21,6.24,Clay,7.63,67.74
Mizoram,District C,2024,Maize,1950.8,1565.2,400.3,176.45,182.48,7.23,Clay,2.33,99.36
Mizoram,District C,2024,Sugarcane,1466.4,4053.72,306.11,55.91,189.14,7.43,Peaty,6.17,69.36
Mizoram,District C,2024,Cotton,1516.9,5193.15,477.65,214.7,105.7,6.45,Loamy,1.17,28.25
Nagaland,District A,2015,Wheat,579.8,5550.7,390.09,299.03,74.39,8.14,Loamy,7.32,61.37
Nagaland,District A,2015,Rice,966.6,5089.68,144.06,192.25,69.2,7.35,Loamy,7.75,28.46
Nagaland,District A,2015,Maize,1129.9,3229.43,440.84,242.84,126.02,6.32,Sandy,6.06,14.9
Nagaland,District A,2015,Sugarcane,916.4,4411.1,106.25,95.06,187.39,7.49,Clay,4.05,64.81
